#---------------,--------------------,--------------------,-------,---------,-----------
#  NAME         ,  RAJ               ,  DECJ              ,  DIST ,  AGE    ,  EDOT
#               ,  (hms)             ,  (dms)             ,  (kpc),  (Yr)   ,  (ergs/s)
#---------------,--------------------,--------------------,-------,---------,-----------
  J1929+1357    , 19:29:10.62        , +13:57:35.9        , 4.768 , 3.75e+06, 2.2e+32
  J1929+16      , 19:29:18           , +16:21             , 0.762 , *       , *
  J1929+1615g   , 19:29:36           , +16:15             , 6.109 , *       , *
  J1929+1731g   , 19:29:04           , +17:31             , 9.222 , *       , *
  B1926+18      , 19:29:16.78        , +18:44:59.5        , 3.324 , 8.19e+06, 5.1e+31

  J1929+19      , 19:29:32           , +19:05             , 11.736, *       , *
  J1929+1937g   , 19:29:10           , +19:37             , 10.042, *       , *
  J1929+1955    , 19:29:17.5713      , +19:55:07.91       , 6.603 , 1.6e+06 , 5.9e+33
  J1929+2121    , 19:29:04.239       , +21:21:22.68       , 2.653 , 5.36e+06, 2.2e+32
  J1929+3817    , 19:29:07.014       , +38:17:57.5        , 9.321 , 2.12e+07, 4.5e+31

  J1929+62      , 19:29              , +62:16             , 11.972, *       , *
  J1929+66      , 19:29              , +66                , 7.973 , *       , *
  B1927+13      , 19:30:00.947       , +13:16:11.1        , 6.339 , 3.29e+06, 3.3e+32
  J1930+1357g   , 19:30:12           , +13:57             , 5.601 , *       , *
  J1930+1403g   , 19:30:18           , +14:03             , 4.740 , *       , *

  J1930+1408    , 19:30:18.9526      , +14:08:55.39       , 5.891 , 3.55e+09, 9.7e+29
  J1930+1722    , 19:30:30.11        , +17:22:53.2        , 4.741 , 2.9e+07 , 8.3e+30
  J1930+1852    , 19:30:30.13        , +18:52:14.1        , 7.000 , 2.89e+03, 1.2e+37
  J1930-1852    , 19:30:29.7156      , -18:51:46.27       , 2.004 , 1.63e+08, 1.1e+32
  J1930+2441    , 19:30:45.39844     , +24:41:01.564      , 3.268 , 1.06e+10, 1.8e+33

  J1931-0144    , 19:31:32.025       , -01:44:22.5        , 1.387 , 3.22e+08, 5.5e+30
  J1931+1439    , 19:31:40.433       , +14:39:38.7        , 6.123 , 4.45e+06, 4.4e+31
  B1929+15      , 19:31:55.71        , +15:36:57.5        , 4.011 , 9.93e+05, 6.4e+33
  J1931+1817    , 19:31:52.739       , +18:17:00.77       , 9.573 , 3.46e+04, 3.3e+35
  J1931+1952    , 19:31:55.864       , +19:52:11.5        , 9.625 , 7.88e+07, 3.2e+31

  J1931+30      , 19:31:28           , +30:35             , 3.722 , *       , *
  J1931+42      , 19:31              , +42:30             , 4.234 , *       , *
  B1929+10      , 19:32:14.0570      , +10:59:33.38       , 0.310 , 3.1e+06 , 3.9e+33
  J1932+1500    , 19:32:46.307       , +15:00:22.2        , 2.849 , 6.44e+07, 2.8e+30
  J1932+1756    , 19:32:07.2277      , +17:56:17.31       , 2.116 , 1.53e+09, 2.3e+32

  J1932+1916    , 19:32:19.70        , +19:16:39          , *     , 3.54e+04, 4.1e+35
  B1929+20      , 19:32:08.023       , +20:20:46.41       , 5.000 , 1.01e+06, 8.6e+33
  B1930+22      , 19:32:22.74        , +22:20:51.5        , 10.900, 3.98e+04, 7.5e+35
  J1932-3655    , 19:32:06.1280      , -36:55:01.78       , 6.724 , 3.16e+07, 6.1e+31
  J1933+0758    , 19:33:19.407       , +07:58:07.01       , 11.157, 3.18e+07, 1.0e+32

  B1930+13      , 19:33:22.529       , +13:04:49.97       , 6.084 , 4.62e+07, 1.6e+31
  J1933+1726    , 19:33:22.9828      , +17:26:49.606      , 4.072 , 6.95e+09, 1.9e+32
  J1933+1923g   , 19:33:58           , +19:23             , 3.142 , *       , *
  J1933+2038g   , 19:33:42           , +20:38             , 8.474 , *       , *
  B1931+24      , 19:33:37.832       , +24:36:39.6        , 4.639 , 1.59e+06, 5.9e+32

  J1933+5335    , 19:33:01.1         , +53:35:43          , 2.515 , 2.58e+07, 5.8e+30
  J1933-6211    , 19:33:32.42668     , -62:11:46.876      , 0.650 , 1.45e+10, 3.4e+33
  J1934+1926    , 19:34:21.651       , +19:26:35.31       , 3.176 , 1.37e+09, 8.6e+30
  J1934+2352    , 19:34:46.19        , +23:52:55.9        , 12.207, 2.16e+04, 9.1e+35
  J1934+5219    , 19:34:23.88        , +52:19:57.6        , 7.564 , 1.07e+08, 1.8e+31

  J1935+1159    , 19:35:16.076       , +11:59:09.2        , 8.421 , 3.24e+07, 5.1e+30
  B1933+16      , 19:35:47.8259      , +16:16:39.986      , 3.700 , 9.47e+05, 5.1e+33
  J1935+1726    , 19:35:03.948       , +17:26:28.46       , 2.305 , *       , *
  B1933+17      , 19:35:29.97        , +17:45:12.2        , 4.850 , 2.74e+07, 5.3e+31
  J1935+1829    , 19:35:42.91        , +18:29:28.1        , 8.616 , 5.76e+06, 1.5e+32

  J1935+2025    , 19:35:41.941       , +20:25:40.1        , 4.598 , 2.09e+04, 4.7e+36
  J1935+2154    , 19:34:55.68        , +21:53:48.2        , *     , *       , *
  B1933+15      , 19:36:01.52        , +15:36:36.0        , 4.624 , 3.79e+06, 1.8e+32
  J1936+18      , 19:36:03           , +18:05             , 3.596 , *       , *
  J1936+1952g   , 19:36:00           , +19:52             , 8.576 , *       , *

  J1936+2036g   , 19:36:41           , +20:36             , 4.996 , *       , *
  J1936+2042    , 19:36:27.42        , +20:42:04.5        , 4.999 , 4.46e+05, 7.2e+32
  J1936+21      , 19:36:11           , +21:09             , 8.072 , *       , *
  J1936+217     , 19:37:00           , +21:43             , 2.968 , *       , *
  J1937-00      , 19:37:09           , -00:17             , 3.510 , *       , *

  J1937+1505    , 19:37:16.31        , +15:05:19          , 6.450 , 8.11e+06, 9.3e+30
  J1937+1658    , 19:37:24.90851     , +16:58:42.553      , 3.259 , 4.75e+09, 8.4e+33
  B1935+25      , 19:37:01.2544      , +25:44:13.436      , 3.125 , 4.95e+06, 3.1e+33
  J1937+2950    , 19:37:47.603       , +29:50:01.8        , 7.477 , 7.54e+06, 3.0e+31
  J1938+0650    , 19:37:53.46        , +06:50:06.0        , 2.832 , 3.13e+06, 1.6e+32

  J1938+14      , 19:38:07           , +15:06             , 2.575 , *       , *
  J1938+2010    , 19:38:08.34        , +20:10:51.7        , 8.812 , 3.2e+06 , 4.1e+32
  J1938+2012    , 19:38:40.0803      , +20:12:50.827      , 6.301 , 5.56e+10, 1.6e+33
  J1938+2213    , 19:38:14.180       , +22:13:12.68       , 3.463 , 6.2e+04 , 3.7e+35
  J1938+2659    , 19:38:39.175       , +26:59:14.96       , 8.576 , 4.34e+06, 1.8e+32

  J1938+6604    , 19:38:56.92152     , +66:04:31.7077     , 3.380 , 1.81e+10, 7.0e+31
  J1939+10      , 19:39:11           , +10:45             , 3.552 , *       , *
  B1937+21      , 19:39:38.5611889   , +21:34:59.119343   , 3.500 , 2.35e+08, 1.1e+36
  J1939+2352g   , 19:39:49           , +23:52             , 12.266, *       , *
  B1937+24      , 19:39:05.596       , +24:42:55.6        , 7.115 , 5.6e+05 , 2.7e+33

  J1939+2609    , 19:39:42.3413      , +26:09:36.39       , 2.683 , 1.42e+09, 2.0e+30
  J1940+0239    , 19:40:33           , +02:36:41          , 5.292 , *       , *
  J1940-0902    , 19:40:54.530       , -09:02:18.0        , 1.859 , 8.25e+06, 7.9e+31
  J1940+2245    , 19:40:27.644       , +22:45:46.62       , 8.081 , 3.23e+05, 2.9e+34
  J1940+2337    , 19:40:35.486       , +23:37:46.5        , 8.468 , 1.13e+05, 1.9e+34

  J1940-24      , 19:40              , -24                , 3.905 , *       , *
  J1940-2403    , 19:40:30           , -24:03             , 6.306 , *       , *
  J1940+26      , 19:40:13           , +26:01             , 7.924 , *       , *
  J1941+0121    , 19:41:16.039       , +01:21:39.5        , 2.097 , 1.8e+07 , 7.4e+32
  J1941-0746    , 19:41:05           , -07:46:19          , 1.919 , *       , *

  J1941+1026    , 19:41:32.334       , +10:26:25.6        , 7.971 , 1.44e+07, 5.3e+31
  J1941+1341    , 19:41:04.867       , +13:41:30.4        , 5.459 , 7.15e+06, 2.8e+32
  J1941+2525    , 19:41:20.80        , +25:25:05.3        , 11.168, 2.27e+05, 5.2e+32
  B1937-26      , 19:41:00.4070      , -26:02:05.75       , 3.564 , 6.68e+06, 5.8e+32
  J1941+4320    , 19:41:58.915       , +43:20:06.32       , 6.514 , 1.16e+07, 7.6e+31

  J1942+0147    , 19:42:27           , +01:50:11          , 25.000, *       , *
  B1939+17      , 19:42:01.03        , +17:43:28.3        , 4.915 , 1.09e+08, 1.2e+31
  J1942-2019    , 19:42:50.34        , -20:19:23          , 4.965 , 3.53e+08, 2.3e+31
  J1942+3941    , 19:42:22.05        , +39:41:41.4        , 8.665 , 3e+08   , 1.1e+30
  J1942+8106    , 19:42:54.68        , +81:06:17.33       , 3.478 , 8.75e+07, 1.7e+32

  J1943+0609    , 19:43:29.132       , +06:09:57.6        , 3.269 , 1.52e+07, 2.1e+32
  B1940-12      , 19:43:25.481       , -12:37:42.4        , 1.204 , 9.31e+06, 7.1e+31
  J1943+2210    , 19:43:16.4910      , +22:10:23.151      , 6.774 , 9.17e+09, 2.6e+33
  J1944+0907    , 19:44:09.329978    , +09:07:23.02872    , 1.218 , 4.74e+09, 4.9e+33
  J1944-10      , 19:44              , -10:17             , 1.282 , *       , *

  B1941-17      , 19:44:05.23        , -17:50:11          , 4.121 , 1.35e+07, 6.5e+31
  B1942+17      , 19:44:31.80        , +17:55:42.4        , 4.877 , 4.33e+07, 3.6e+30
  J1944+2236    , 19:44:01.0707      , +22:36:22.62       , 7.600 , 7.68e+09, 6.2e+33
  B1942-00      , 19:45:28.39        , -00:40:58.1        , 3.164 , 3.1e+07 , 1.8e+31
  J1945+07      , 19:45:55           , +07:17             , 2.575 , *       , *

  J1945+1211    , 19:45:11.56        , +12:11:46.2        , 3.771 , 1.99e+07, 1.4e+30
  B1943+18      , 19:45:36.10        , +18:34:20.1        , 7.351 , 7e+07   , 7.8e+30
  J1946-09      , 19:46              , -09                , 2.865 , *       , *
  J1946-1312    , 19:46:57.829       , -13:12:36.4        , 5.000 , 3.92e+06, 6.6e+32
  J1946+14      , 19:46:52           , +14:42             , 2.092 , *       , *

  B1944+17      , 19:46:53.044       , +18:05:41.24       , 0.300 , 2.9e+08 , 1.1e+31
  J1946+2052    , 19:46:14.130       , +20:52:24.64       , 3.510 , 2.92e+08, 7.4e+33
  B1944+22      , 19:46:24.89        , +22:44:59.4        , 6.060 , 2.38e+07, 1.5e+31
  J1946+24      , 19:46:00           , +23:58             , 4.296 , *       , *
  J1946+2535    , 19:46:49.10        , +25:35:51.5        , 8.305 , 1.45e+06, 1.6e+33

  J1946+2611    , 19:46:45.81        , +26:11:49.2        , 7.555 , 3.14e+05, 1.1e+34
  B1943-29      , 19:46:51.734       , -29:13:47.1        , 3.125 , 1.02e+07, 6.7e+31
  J1946+3417    , 19:46:25.129895    , +34:17:14.69010    , 6.940 , 1.59e+10, 3.9e+33
  J1946-5403    , 19:46:34.497       , -54:03:42.51       , 1.150 , *       , *
  J1947+0915    , 19:47:46.22        , +09:15:08.0        , 5.154 , 4.91e+07, 5.8e+30

  J1947+10      , 19:47:36           , +10:44             , 10.851, *       , *
  J1947-18      , 19:47:31           , -18:58:12          , 1.101 , *       , *
  J1947+1957    , 19:47:19.435       , +19:57:08.39       , 6.767 , 4.78e+06, 5.3e+33
  J1947+2011g   , 19:47:47           , +20:11             , 4.283 , *       , *
  J1947-4215    , 19:47:06           , -42:15             , 2.202 , *       , *

  J1947-43      , 19:47              , -43:00             , 1.625 , *       , *
  J1948+1808    , 19:48:22.129       , +18:08:30.15       , 11.335, 2.75e+07, 1.5e+32
  J1948+2333    , 19:48:19.317       , +23:33:03.23       , 8.048 , 6.17e+05, 3.6e+33
  J1948+2551    , 19:48:17.579       , +25:51:51.95       , 8.698 , 3.45e+05, 4.7e+34
  J1948-27      , 19:48              , -27                , 6.425 , *       , *

  J1948+2819    , 19:48:38.39        , +28:19:20.06       , 11.042, 2.41e+05, 3.0e+33
  B1946+35      , 19:48:25.0067      , +35:40:11.057      , 7.650 , 1.61e+06, 7.6e+32
  J1949+2306    , 19:49:07.32        , +23:06:55.5        , 8.106 , 1.7e+08 , 2.1e+30
  J1949+2516g   , 19:49:37           , +25:16             , 15.085, *       , *
  B1946-25      , 19:49:25.41        , -25:24:01          , 1.046 , 4.64e+06, 1.5e+32

  J1949+3106    , 19:49:29.6374604   , +31:06:03.80604    , 7.468 , 2.22e+09, 1.6e+33
  J1949+3426    , 19:49:13.671       , +34:26:33.89       , 12.347, 3.04e+07, 1.4e+32
  J1950+05      , 19:50:58           , +05:35             , 3.939 , *       , *
  J1950+2352g   , 19:50:56           , +23:52             , 13.339, *       , *
  J1950+2414    , 19:50:45.063661    , +24:14:56.9639     , 7.269 , 3.63e+09, 9.3e+33

  J1950+2556g   , 19:50:04           , +25:56             , 14.546, *       , *
  J1950+3001    , 19:50:53.68        , +30:01:42.7        , 8.759 , 2.97e+05, 2.7e+32
  J1951+1123    , 19:51:08.25        , +11:23:25.2        , 1.513 , 2.66e+07, 9.1e+29
  J1951+4724    , 19:51:07.45        , +47:24:35.1        , 9.442 , 9.57e+04, 2.0e+35
  B1949+14      , 19:52:06.15        , +14:07:29.4        , 1.586 , 3.4e+07 , 2.4e+32

  J1952+2513    , 19:52:20.738       , +25:13:44.1        , 8.418 , 1.6e+07 , 3.4e+31
  J1952+2630    , 19:52:36.8401      , +26:30:28.073      , 10.033, 7.69e+07, 1.9e+34
  J1952+2702g   , 19:52:18           , +27:02             , 7.803 , *       , *
  J1952+2836g   , 19:52:48           , +28:36             , 10.450, *       , *
  J1952+3021    , 19:52:19.696       , +30:21:20.0        , 7.485 , 2.44e+06, 9.2e+31

  B1951+32      , 19:52:58.206       , +32:52:40.51       , 3.000 , 1.07e+05, 3.7e+36
  J1953+1149    , 19:53:47.47        , +11:49:42.6        , 10.520, 4.71e+06, 1.8e+32
  J1953+1844g   , 19:53:44           , +18:44             , 4.353 , *       , *
  J1953+1846A   , 19:53:46.5         , +18:46:45          , 4.000 , *       , *
  J1953+1846B   , 19:53:46.5         , +18:46:45          , 4.000 , *       , *

  J1953+1846C   , 19:53:46.5         , +18:46:45          , 4.000 , *       , *
  J1953+1846D   , 19:53:46.5         , +18:46:45          , 4.000 , *       , *
  J1953+2732    , 19:53:07.80        , +27:32:48.2        , 7.585 , 1.19e+07, 2.9e+31
  J1953+2819    , 19:53:35.238       , +28:19:39.52       , 7.552 , 7.48e+06, 8.2e+31
  J1953+30      , 19:53:48           , +30:13             , 2.968 , *       , *

  J1954+1021    , 19:54:36.80        , +10:21:10.5        , 4.280 , 1.92e+07, 7.4e+30
  J1954+2407    , 19:54:00.374       , +24:07:14.00       , 4.176 , 2.9e+06 , 5.8e+33
  J1954+2529    , 19:54:19.716       , +25:29:27.34       , 7.803 , 1.17e+07, 6.2e+31
  J1954+2836    , 19:54:19.15        , +28:36:06          , 1.960 , 6.94e+04, 1.0e+36
  B1952+29      , 19:54:22.554       , +29:23:17.29       , 0.536 , 3.95e+09, 8.7e+29

  J1954+3852    , 19:54:01.083       , +38:52:15.88       , 4.663 , 8.47e+05, 5.9e+33
  J1954+4357    , 19:54:38.449       , +43:57:37.37       , 10.092, 9.98e+06, 3.3e+31
  J1955-0907    , 19:55:57           , -09:07:14          , 8.226 , *       , *
  J1955+2527    , 19:55:59.39523     , +25:27:03.443      , 8.176 , 8.47e+09, 3.1e+33
  B1953+29      , 19:55:27.875263    , +29:08:43.43329    , 6.304 , 3.27e+09, 5.1e+33

  J1955+2912g   , 19:55:23           , +29:12             , 7.383 , *       , *
  J1955+2930    , 19:55:07.527       , +29:30:49.80       , 7.540 , 5.07e+06, 1.1e+32
  B1953+50      , 19:55:18.7637      , +50:59:55.292      , 2.186 , 5.99e+06, 3.9e+32
  J1955+6708    , 19:55:38.76695     , +67:08:15.1306     , 5.304 , 1.08e+10, 7.9e+32
  J1956+07      , 19:56:35           , +07:16             , 3.163 , *       , *

  J1956+0838    , 19:56:52.26        , +08:38:16.8        , 3.538 , 2.19e+07, 3.1e+32
  J1956-2752    , 19:56:28           , -27:52:56          , 3.756 , *       , *
  J1956+2826g   , 19:56:47           , +28:26             , 6.481 , *       , *
  J1957-0002    , 19:57:42.620       , -00:02:06.8        , 1.789 , 1.9e+07 , 3.5e+31
  J1957+2516    , 19:57:34.6115      , +25:16:02.076      , 2.659 , 2.29e+09, 1.7e+34

  J1957+2831    , 19:57:19.397       , +28:31:43.84       , 6.891 , 1.57e+06, 4.2e+33
  J1957+5033    , 19:57:38.9         , +50:33:18          , 1.365 , 8.39e+05, 5.3e+33
  J1958+2846    , 19:58:40.07        , +28:45:54          , 1.950 , 2.17e+04, 3.4e+35
  J1958+3033    , 19:58:06.82        , +30:33:52.7        , 7.266 , 2.7e+06 , 1.9e+32
  J1958+56      , 19:58:00           , +56:49             , 4.342 , *       , *

  B1957+20      , 19:59:36.76988     , +20:48:15.1222     , 1.400 , 1.51e+09, 1.6e+35
  J1959+3620    , 19:59:38.03        , +36:20:29.1        , 10.888, 1.79e+08, 2.1e+31
  J2000+2920    , 20:00:16.508       , +29:20:07.47       , 6.684 , 1.3e+06 , 5.1e+31
  J2001-0349    , 20:01:53.31        , -03:49:43.5        , 5.961 , 1.9e+08 , 1.8e+30
  J2001+4258    , 20:01:10.590       , +42:58:06.26       , 3.757 , 6.58e+05, 1.8e+33

  J2002+1637    , 20:02:47.77        , +16:37:16.7        , 4.897 , 1.95e+07, 4.2e+32
  J2002+30      , 20:02:58           , +30:35             , 7.020 , *       , *
  B2000+32      , 20:02:04.424       , +32:17:18.31       , 6.458 , 1.05e+05, 1.2e+34
  B2000+40      , 20:02:44.030       , +40:50:53.91       , 6.391 , 8.25e+06, 9.3e+31
  J2003+2916    , 20:03:03.194       , +29:16:00.96       , 7.455 , 4.69e+07, 1.3e+31

  J2004+2653    , 20:04:59.02        , +26:53:40.4        , 7.665 , 1.86e+08, 7.6e+30
  B2002+31      , 20:04:52.286       , +31:37:10.01       , 8.000 , 4.49e+05, 3.1e+32
  J2004+3429    , 20:04:46.97        , +34:29:17.7        , 10.783, 1.85e+04, 5.8e+35
  J2005-0020    , 20:05:43.74        , -00:20:21.9        , 1.835 , 1.41e+06, 8.6e+31
  J2005+3411g   , 20:05:45           , +34:11             , 17.294, *       , *

  J2005+3547    , 20:05:17.493       , +35:47:25.4        , 13.558, 3.47e+07, 4.8e+31
  J2005+3552    , 20:05:47.50        , +35:52:24.3        , 14.652, 1.63e+06, 4.0e+33
  J2006+0148    , 20:06:29.0529      , +01:48:53.919      , 2.437 , 1.04e+10, 1.3e+34
  B2003-08      , 20:06:16.3650      , -08:07:02.167      , 2.632 , 2e+08   , 9.3e+30
  J2006+22      , 20:06:36           , +22:04             , 9.140 , *       , *

  J2006+3102    , 20:06:11.0         , +31:02:03          , 6.035 , 1.04e+05, 2.2e+35
  J2006+4058    , 20:06:39.098       , +40:58:53.48       , 12.650, 2.79e+07, 9.0e+31
  J2007+0809    , 20:07:13.5         , +08:09:33          , 3.040 , 3.77e+07, 1.6e+32
  J2007+0910    , 20:07:58.1031      , +09:10:12.93       , 2.634 , 2.19e+07, 1.4e+32
  J2007+20      , 20:07              , +20:21             , 3.806 , *       , *

  J2007+2722    , 20:07:15.8288      , +27:22:47.914      , 7.098 , 4.04e+08, 2.6e+33
  J2007+3120    , 20:07:09.012       , +31:20:51.54       , 6.906 , 6.18e+05, 2.7e+33
  J2008+2513    , 20:08:35.482       , +25:13:30.36       , 4.030 , 1.73e+06, 1.0e+33
  J2008+2755g   , 20:08:17           , +27:55             , 7.445 , *       , *
  J2008+3139    , 20:08:39.9874      , +31:39:27.36       , 7.155 , 4.33e+07, 2.8e+32

  J2009+3122g   , 20:09:40           , +31:22             , 6.465 , *       , *
  J2009+3326    , 20:09:49.16        , +33:26:10.2        , 7.303 , 1.55e+07, 1.9e+31
  J2010-1323    , 20:10:45.921426    , -13:23:56.0953     , 2.439 , 1.72e+10, 1.3e+33
  J2010+2845    , 20:10:05.068       , +28:45:29.17       , 6.585 , 9.87e+07, 2.0e+31
  J2010+3051    , 20:10:03.9542      , +30:51:18.892      , 6.450 , 1.57e+10, 1.7e+33

  J2010+31      , 20:10:35           , +31:50             , 7.574 , *       , *
  J2010+3230    , 20:10:26.50        , +32:30:07.3        , 13.034, 6.32e+06, 4.8e+31
  J2011+3006g   , 20:11:12           , +30:06             , 0.944 , *       , *
  J2011+3331    , 20:11:04.926       , +33:31:24.64       , 8.603 , 8.27e+06, 8.7e+31
  J2012-2029    , 20:12:46.6         , -20:29:31          , 2.809 , 1.57e+07, 1.3e+32

  J2013-0649    , 20:13:17.7507      , -06:49:05.39       , 9.576 , 1.53e+07, 1.2e+32
  J2013+3058    , 20:13:34.253       , +30:58:50.69       , 6.641 , 2.88e+07, 2.9e+32
  J2013+3100g   , 20:13:57           , +31:00             , 6.760 , *       , *
  B2011+38      , 20:13:10.367       , +38:45:43.31       , 7.123 , 4.12e+05, 2.9e+34
  J2015+2524    , 20:15:12.70        , +25:24:31.3        , 0.744 , 7.16e+07, 1.6e+30
